index,title,ingredients,preparation,img_url,cluster_label,sim_idx
581,Quinoa Mexicana Salad,"60g white or mixed quinoa, cooked according to packet instructions
120g (drained weight) tinned sweetcorn
1 green chilli, seeded and slice thinly
10-15 cherry tomatoes, cut into quarters
Small bunch coriander, chopped
3 spring onions, chopped
1 small clove garlic, finely chopped
120g (drained weight) tinned kidney beans, rinsed
Juice of 1 lime
1 medium avocado, peeled and cut into chunks
Seasoning to taste","I cook double the quinoa required for this recipe then keep half aside to make a different salad later in the week.
If you have access to a microwave or stove and are feeling the winter chill, this dish could be served hot.
",https://veganuary.com/wp-content/uploads/2016/07/figsandfennel-quinoa-mexican-salad-400x267.jpg,13,346
582,Vegan Feijoada,"400g of black beans cooked in water with a bay leaf and chopped garlic (keep the cooking liquid)
4 cloves of garlic
2 medium sized onions
2-3 cups of mixed vegetables, we used courgettes, squash, carrots and tomatoes
200g of firm tofu (optional)
1 tbsp of smoked paprika
1 tbsp of vegan stock
For the vinaigrette:
4 tomatoes
Salt and pepper
Handful of herbs (such as parsley, basil, as you prefer)
Olive oil
Juice of 1 lime
1 red onion
For the Farofa:
200g Farofa flour (usually found in South America or West African supermarkets)
1 clove of garlic chopped finely
1 small onion chopped finely
To Garnish:
1 orange, cut into segments
1 spring onion
","Fry the onions and garlic in oil in a big pan for 1-2 minutes, stirring constantly, and then add the chopped vegetables.After a couple of minutes, add the black beans still in their cooking liquid, stock, and paprika. Leave to cook for 10 minutes. Check the feijoada occasionally to make sure all the liquid hasn’t evaporated, and to give it a quick stir.Add the tofu cubes if using, and cook for a further 5 minutes. Be careful not to stir too much at this point, otherwise the tofu cubes can break up.While the tofu is cooking (in the feijoada) you can make the farofa. Put the onion and garlic in hot oil. When the onion and garlic are golden, add the farofa flour and cookfor approximately 5 minutes, mixing all the time.To serve put a few spoonfuls of feijoada on a plate, cover with finely chopped spring onions and the farofa. Serve with some of the vinaigrette and orange segments. Traditionally feijoada is also served with rice.Did you enjoy this dish? Explore more of our vegan South American recipes?
",https://veganuary.com/wp-content/uploads/2016/07/Feijoada-400x300.jpg,3,349
583,Spaghetti and No Meatballs,"1 pack Fry’s Asian Spiced Burger (or your favorite vegan burger), chopped into small cubes
3 sprigs of fresh rosemary. Remove the twigs and chop the leaves into fine pieces.
8 cream crackers (or your favorite crackers), smash into powder form in plastic bags
2 heaped teaspoons Dijon mustard
1 heaped teaspoon dried oregano
40ml (about 8 tsp) water
sea salt
freshly ground black pepper
olive oil
1 bunch fresh basil
1 medium onion, finely chopped
2 cloves garlic, finely chopped
½ fresh or dried red chilli, finely sliced (optional)
2×400 g (14 oz.) tinned (canned) chopped tomatoes
2 tablespoons balsamic vinegar
1 teaspoon brown sugar
400 g (14 oz.) dried spaghetti or penne
Vegan Parmesan cheese, for grating (optional)","Add chopped rosemary and finely smashed cream crackers to a mixing bowl with the mustard, Fry’s burger cubes, and oregano.Add water a good pinch of salt and pepper.With clean hands scrunch and mix up well.With wet hands, roll the mix into little meatballs – you should end up with 24-28 balls.Drizzle them with olive oil and jiggle them about so they all get coated.Put them on a plate, cover and place in the fridge until needed.Heat a large frying pan on a medium heat and add some olive oil.Add onion to the frying pan and stir for around 7 minutes or until softened and lightly golden.Then add garlic and chilli (optional), and as soon as they start to get some colour add the basil leaves.Add the tomatoes, balsamic vinegar and sugar.Bring to the boil and season to taste.Heat another large frying pan and add a lug of olive oil and your meatballs.Stir them around and cook for 8–10 minutes until golden.Add the meatballs to the sauce and simmer until the pasta is ready, then remove from the heat.Add the pasta to the boiling water and cook according to the packet instructions.Saving some of the cooking water, drain the pasta in a colander.Return the pasta to the pan.Spoon half the tomato sauce into the pasta, adding a little splash of your reserved water to loosen.Serve on a large platter, or in separate bowls, with the rest of the sauce and meatballs on top.Sprinkle over the small basil leaves and some grated Parmesan (optional).",https://veganuary.com/wp-content/uploads/2016/07/SPAGHETTI-AND-NO-MEATBALLS-400x267.jpg,17,638
584,Macadamia Goji Bliss Balls,"10 dates, pitted
50g ground almonds
2 tbsp raw cacao (or cocoa powder)
1 tbsp maple syrup
2 tsp solid coconut oil
Pinch Himalayan pink salt
30g macadamia nuts, chopped small
30g goji berries
30g desiccated coconut","Serves: 12Put the dates, ground almonds, raw cacao, maple syrup and coconut oil in a food processor and pulse on a slow speed to begin with. The ingredients should start to clump together; once this happens you can increase the speed to create a smooth paste.
Combine the mixture in a bowl with the macadamia nuts and goji berries.
Roll into small balls and coat with the coconut.
Store in an airtight container in the fridge.",https://veganuary.com/wp-content/uploads/2016/07/IMG_3505-edit-400x267.jpg,16,253
585,Buckwheat Pancakes,"For the pancakes:
1 cup of buckwheat flour
1 cup of unsweetened almond milk
1/3 cup of mashed banana
1 tsp of cinnamon
1 tsp of vanilla extract
For the chocolate sauce:
1/2 cup unsweetened almond milk
handful pitted dates
1 tbsp raw cocoa
1/2 tsp maca powder (optional)","*Makes around 6 pancakes
Mix all the pancake ingredients together well.
Take approx. 1/4 cup of the mixture to make 1 pancake and fry gently until you see small bubbles forming on the pancake then turn around.
To make the chocolate sauce:
Blend milk and dates in blender, then transfer to a pot and simmer for 5 minutes. Add cocoa, let bubble for another 2 mins and your chocolate sauce is ready.
Serve the pancakes piled high with fruits and your favourite toppings. Pour over the chocolate sauce.",https://veganuary.com/wp-content/uploads/2016/07/Buckwheat-pancakes-400x533.jpg,9,709
586,Vegan Vanilla Buttercream Cake,"3 cups of plain flour (408g)
2 tsp bicarb soda
1 tsp salt
1 cup raw sugar
¼ cup erythritol + stevia blend (such as natvia)
2 cups Califia Farms Unsweetened Vanilla Almond Milk
2 tbsp apple cider vinegar
2/3 cup avocado oil
200g vegan butter
300g icing sugar (can sub in some monk fruit icing sugar to reduce sugar content too)
1 tbsp Califia Farms Unsweetened Vanilla Almond Milk
1 tsp vanilla bean paste
1 cup frozen berries
2 tbsp chia seeds
Juice of half an orange
Berries, sprinkles flowers etc to decorate
","Preheat your oven to 180 degrees Celsius and line a heart-shaped tin with oil and baking paper – if you have two of the same tins line them both!
Combine all of the dry ingredients in a bowl and whisk to combine.
Do the same with the wet ingredients then pour this into the dry mixture, fold to combine.
Pour half into the lined cake tin (or divide between 2 tins) and bake for 25 minutes or until just golden and a skewer inserted comes out clean. Repeat with the other half of the mixture. Allow both cakes to cool fully.
Use an electric mixer to beat together the vegan butter, until smooth and light.
Spread some of the butter cream on top of one of the cakes, then spread a few tbsp of the chia seed jam on top of that. Place the second cake on top with the flat bottom side on top. Use the buttercream to coat the top and sides of the cakes evenly, you may not need it all.
Place into the fridge for 30 minutes to firm up before decorating with berries etc! Enjoy with someone you love!",https://veganuary.com/wp-content/uploads/2022/02/vegan-vanilla-buttercream-cake-400x267.jpg,6,214
587,Italian Escarole Soup,"3 Tbsp olive oil
1/2 Cup / 100g white onion, diced
1/2 Cup / 100g carrots, diced
1/2 Cup / 100g celery, diced
1 head escarole, cleaned and coarsely chopped
1 tin white beans, rinsed
6-8 oz / 180-220g star-shaped pasta, Acini de Pepe or other small pasta
12 Cups / 3 litres vegan chicken stock, or vegetable stock
1 package vegan meatballs
Black pepper, to taste
Sea salt, to taste
Quality olive oil, to finish each bowl","Serves 8-10Preheat oven to 375 degrees.
Once the oven is preheated, spray a sheet pan and add the meatless meatballs. Bake for 15-20 minutes until crisp around the sides. Remove from oven and set aside. Once cooled halve each meatball.
Warm the olive oil in large soup pot over medium heat. Add inthe onions, carrots and celery. Sauté for 4 minutes until onions are translucent.
Add escarole and stir well for 3-4 more minutes until wilted.
Turn the heat up to medium-high, then add the stock and bring to a simmer.
Add the pasta and allow to cook until the pasta is tender (about 5-7 minutes).
Add the beans and halved meatless meatballs and continue to simmer for a coupleofminutes.
Season the soup with salt and pepper and remove from heat.
Ladle the soup into bowls, finishing each with a drizzle of quality olive oil and serve with your favourite crusty baguette.",https://veganuary.com/wp-content/uploads/2017/10/WH1-4-400x294.jpg,3,452
588,Vegan Chicken Fried Rice,"Chicken:
100g Planted chicken
1/4 tsp Cayenne pepper
1/2 tsp Salt
1/4 tsp Tumeric
1/2 tsp Garlic granulate
1 tsp Ginger
2 tbsp Sunflower oil
Fried Rice:
100g Wild rice
60g/ 1pcs Carrots
80g/2pcs Spring onions
80g/10 pcs Shimeji mushroom
2 pcs yellow pepperoncini
2 tbsp Sunflower oil
¼ bunch Coriander
1tbsp Roasted Sesame
1 pcs Lime
Sambal sauce:
80g/4 tbsp Soy sauce
25g/2 tbsp Sambal sauce
20g/1 pcs Lime juice
10g Ginger (fresh and chopped)
120g/ 6 tbsp soy sauce
1 tsp Corn starch
","1. Cook the wild rice in salted boiling water for about 16 minutes, Drain the rice
2. Fluff the rice with a fork. Transfer to a small baking sheet and spread out in a thin layer to cool to room temperature. Meanwhile, prepare the other ingredients.
3. Marinate the chicken with salt, cayenne pepper, turmeric, garlic granulate, fresh chopped ginger and sunflower oil for 30 minutes.
4. In a saucepan put part of the soy sauce with the corn-starch diluted with water, bring to the boil then add the sambal sauce, the second part of the soy sauce, the lime juice and chop the fresh ginger
5. Cut the carrots into thin strips. Finely chop the white of the onion, thinly slice the green part, washed the shimeji mushrooms
6. In a hot pan with a drizzle of sunflower oil , brown the carrots and shimeji mushrooms for a few minutes, add the sliced white onions and fresh ginger. Reserve the sautéed vegetable mixture
7. In a frying pan with a little oil add the rice and fry it on low power for 15 minutes, to slowly evacuate the humidity, increase the power to obtain a little crispiness and caramelisation on the surface.
8. Add to rice the mixed vegetables and 3 tablespoons of sambal sauce, mix and fry it over medium heat for about 10 minutes, stirring regularly
9. In another skillet with a little oil, brown the marinated chicken pieces with the small yellow pepperoncini. Cook 2 minutes on each side until nicely browned and add the rice mixture to the chicken
10. Fry the mixture for a few minutes, add 2/3 tablespoons of sambal sauce mix and sprinkle with chopped fresh cilantro, roasted sesame seeds, lime zest and juice
",https://veganuary.com/wp-content/uploads/2022/03/MicrosoftTeams-image-5-400x533.jpg,11,734
589,Pesto Courgetti & Chilli,"4 courgettes
Half a 190g jar Sacla’ Free From Basil Pesto
A sprinkle of chilli flakes
100g cherry tomatoes","Use a spiraliser & courgettes to create your “courgetti”
Boil the courgetti for 20 seconds, drain and stir-in the Pesto
Add the cherry tomatoes & serve sprinkled with chilli flakeshttp://www.sacla.co.uk/recipes/ for more recipe inspiration from Sacla.
",https://veganuary.com/wp-content/uploads/2018/01/Chilli-400x254.png,0,145
590,Chilli Chocolate Orange Brownies,"2 tsp coconut oil (solid)
1 tin of black beans
8 dates, pitted and chopped
8 tbsp water
2 tbsp flax seeds
1 tsp vanilla extract (or fresh vanilla seeds)
2 tbsp agave nectar
Zest of one orange
Juice of half an orange
½ tsp cayenne pepper
2 tsp baking powder
4 tbsp cocoa powder
2 tbsp cacao nibs
Himalayan pink salt to taste","Heat the oven to 180°C / 350°F / Gas Mark 4.
Put the coconut oil into a ramekin and put this in the oven for 5 minutes, to melt.
Drain and thoroughly rinse the beans and put them into a mixing bowl. Addthe dates. Combine the flax seeds with the water in a small bowl then add this as well.
Use an electronic hand blender or processor to combine the ingredients you have in the mixing bowl.
Dab a little of the cooled coconut oil into each muffin ‘hole’ to prevent the brownie mix from sticking (I do this by hand to avoid wasting any, but you could use a pastry brush). Add theremaining oil to the mixing bowl.
Stir in the remaining ingredients, except the salt.
Use a teaspoon and spatula to put an equal amount of the brownie mixture into each hole of the muffin tray, smooth the top down, and sprinkle a little salt on each.
Cook for 20 minutes. Once cooled, store in the fridge.Hungry for more recipes like this? Sign up to Veganuary for our celebrity cookbook, meal plans, nutritional advice, recipes, and more – straight to your inbox. The best bit? It’s 100% free!
",https://veganuary.com/wp-content/uploads/2014/09/Vegan-Chilli-Chocolate-Orange-Brownies-Recipe-400x267.jpg,9,457
591,Quorn Vegan Fillets & Szechuan Noodles,"4 Quorn Vegan Fillets
1tsp sesame seeds
2 tsp Szechuan peppercorns, crushed
100g noodles
2 tbsp olive oil
1 large onion, finely sliced
1 red pepper, deseeded and finely sliced
4 tbsp soy sauce","Toast the sesame seeds until golden brown over a medium high heat in a non stick frying pan then leave to one side
Heat one tablespoon of oil in a pan and add the chicken style fillets and Szechuan pepper. Cook for 10 minutes over a medium heat, turning frequently then set aside and keep warm. Fry the onion and pepper until soft
Meanwhile cook the noodles in boiling water as per pack instructions, drain and keep warm
In a separate pan, cook the green vegetables in boiling water for 5 minutes, drain and add to the onions and peppers with the noodles, soy sauce, coriander, sesame seeds
Serve the noodles topped with the sliced Quorn Meat Free Chicken Fillets",https://veganuary.com/wp-content/uploads/2019/01/quorn-fillets-400x269.png,11,122
592,Crunchy Spelt Raisin Cookies,"300g spelt flakes [10.5 oz / US 3 cups]
125g wholemeal spelt flour [4.4 oz / US 3/4 cup packed]
125g sultanas [4.4 oz]
1 tsp cinnamon
1 tsp vanilla extract
1 tsp bicarbonate of soda
1/2 tsp baking powder
1/2 tsp salt
125ml melted coconut oil [4.2 fl oz / US 1/2 cup]
200g light brown sugar [7oz / US 1 cup]
2 chia eggs (2 tbsp ground chia seeds + 6 tbsp of water)","Pre-heat the oven to 180°C/350°F/Gas 4.
In a bowl, prepare chia eggs by mixing 2 tbsp ground chia seeds with 6 tbsp of water. Leave to rest for 10 mins.
In another bowl, soak sultanas covered with boiling water for 10 mins.
Cream chia eggs and sugar. Add cinnamon, vanilla, bicarbonate of soda, baking powder, salt and coconut oil. Mix well.
Mix in spelt flakes and spelt flour. Add drained sultanas last. Mix together until everything is well blended.
Line a baking tray with parchment paper.
Drop 1 heaped tablespoon at a time to make cookies of around 8cm (3 inches) diameter and 1.5cm (0.5 inch) thickness. Space them apart. Cook for 10-12 mins until golden.
Once cooked place the cookies carefully on a cooling rack to cool down completely. These cookies will keep in an airtight container for up to 3-5 days.",https://veganuary.com/wp-content/uploads/2016/07/spelt-raisin-cookies-v800-400x267.jpg,4,654
593,Pear and Coconut Crumble,"4-6 large, ripe pears
6 tbsp coconut oil (or margarine)
10 tbsp coconut sugar (or other unrefined sugar) or maple syrup
Juice of half a lemon 
2 cups coconut cream
Dusting of ground ginger
Crumble:
1/3 cup solid coconut oil (or margarine, but coconut is better)
½ cup coconut sugar (or other unrefined sugar)
2 cups jumbo oats
1/3 cup desiccated coconut
½ cup 80% dark chocolate, broken into pieces (ginger chocolate is especially good!)","Preheat the oven to 350F/180C. Peel the pears, cut in half, and remove the stalks and seeds. Drizzle with lemon juice to stop browning.
Melt coconut oil (or margarine) in a pan, and add the pear halves. Add the sugar, and allow to caramelise.
After about fifteen minutes, add the coconut cream. Place the contents into a casserole dish. It will look like there’s too much liquid, but don’t worry, as it will be absorbed by the crumble.
Make the crumble: I prefer not to use flour in my crumble as I’m gluten free, but if you’d like it, use about 80g flour, and half the amount of oats. Rub the oil or margarine into the oats. Add the sugar and desiccated coconut. Add the pieces of chocolate and mix well. Place the mixture onto the top of the pears. Bake for 45 minutes.
Serve with soya cream or soya ice cream.
",https://veganuary.com/wp-content/uploads/2016/07/Crumble-400x300.jpg,16,747
594,Carrot Cake Bites,"80g walnuts
1 small carrot, grated
7 dates, pitted
Zest of 1 lemon (unwaxed)
Pinch ground cinnamon
Pinch ground nutmeg
1 tsp maple syrup
15g dried fruit (goji berries, sour cherries or sultanas)
25g desiccated coconut","Begin by blitzing the walnuts in a food processor until they form a powder (how chunky you want this to be is up to you).
Add the rest of the ingredients, except the coconut, to the food processor and pulse on a slow speed until they all come together. Increase the speed to form a smoother paste.
Taking a teaspoon of the carrot cake mixture at time, roll into balls using your hands and coat in the coconut.
Place in the freezer until needed.Like this recipe? Sign up to try Veganuary today to get recipes like this delivered directly to your inbox.
",https://veganuary.com/wp-content/uploads/2016/07/Carrot-Cake-Bites-1-400x267.jpg,16,584
595,"Vegan Cheese, Pâté and Crackers","Cashew Nut Cheese:
280g Cashew nuts
250ml Water
2 tbsp Lemon juice
2 tbsp Nutritional yeast
1 1/2 tsp Salt
1/2 tsp Onion granules
1/4 tsp Ground nutmeg
Mushroom and Chestnut Pâté:
500g Mushrooms (I used chestnut mushrooms)
100g Chestnuts
250g Firm tofu
2 Shallots
3 Cloves of garlic
1/2 tsp Nutritional yeast
1/4 tsp Peppercorns
1/2 tsp Salt
1 tsp Chopped or dried herbs such as sage or thyme
3 tbsp Mushroom Ketchup (optional)
1 tbsp Lemon juice
Flax Seed Crackers:
300g Flax seeds (you can used half golden and half brown if you have them)
30g Sunflower Seeds
200ml Water
1/2 tsp Salt
A small bunch of cavolo nero","Individually these recipes are pretty simple and easy but it is a bit of work making them all. However, I find there’s plenty of time around Christmas to spend a few hours in the kitchen and these recipes will make enough to keep you and your family going over the festive period.
The flax seed crackers recipe makes about 30 crackers, 15 plain and 15 flavoured. I used cavolo nero but you can use any leafy greens or even sun-dried tomatoes, or whatever you fancy to flavour them.
Cashew Nut CheesePlace the cashews in a glass bowl and cover with water, leave them to soak for at least 2 hours or leave them overnight.
Drain the cashews, blend them with 250ml water, the nutritional yeast, salt and lemon juice. If your nutritional yeast flakes are quite large you might want to put them in the blender first to break them down so they are nice and small. Keep blending the mix until you get a nice creamy paste.
Stir in the onion granules and nutmeg.
Pour the mixture into a tin or bowl and leave it at room temperature, covered for 12 hours.
Put the mixture into the fridge and leave to chill for at least 2 hours.Mushroom and ChestnutPâtéCut a cross in the shell of each chestnut and roast them on a baking tray for 30 minutes at 170C.
Place your block of tofu on a flat surface between two folded sheets of kitchen paper and place something heavy on top to press out the water.
Whilst the chestnuts are roasting, sauté the onion and garlic in a large frying pan until soft. Roughly chop the mushrooms and add them to the pan, cooking them for 10-15 minutes until all the liquid has evaporated.
Stir in the crushed peppercorns, salt, herbs and mushroom ketchup. Cook for another few minutes until the ketchup has reduced down, then set aside to cool.
Once the chestnuts are roasted, take them out of the oven and leave them to cool before shelling them.
Put the chestnuts into a blender and blitz until roughly chopped. Add the cooled mushroom mixture, tofu, nutritional yeast and lemon juice. Blend to a fairly smooth paste.
Spoon the mixture into a springform tin or lined loaf tin and press down firmly. Chill in the fridge for at least 2 hours, preferably overnight.Flax Seed CrackersGrind half the flax seeds with the sunflower seeds in a blender or spice grinder.
Mix together the ground seeds with the whole flax seeds, salt and water.
Put half this mixture into a blender with the cavolo nero.
Line two baking trays with baking paper and spoon out the two mixtures on the trays and press down firmly with the back of a spoon.
Score the mixture into small squares and bake at 170C for 30 mins or until the begin to crisp slightly and aren’t too chewy inside. (If you have a dehydrator, even better!)
Lift the baking paper and crackers out of the trays and place on a wire rack, serve once cooled.",https://veganuary.com/wp-content/uploads/2016/07/Cheese-pate-crackers-400x296.jpg,12,487
596,Artichoke Soup With Balsamic Reduction,"1 tablespoon extra virgin olive oil
4 sticks of celery finely chopped
2 garlic cloves finely chopped
10 mini artichokes, stem, choke and top of leaves removed
1 tablespoon truffle oil
2 litres vegetable stock
4 tablespoons balsamic vinegar
1 preserved lemon finely chopped","Heat the oil in a large saucepan
Fry the celery for 10 minutes on a medium heat
Add the garlic. Fry for a further 5 minutes
Add the artichokes and stock
Simmer for 20 minutes until the artichokes are soft
Blend with a hand blender until completely smooth
Add salt to taste
In a small pan heat the balsamic vinegar until it is bubbling
Allow the vinegar to reduce by one half
Pour the soup into bowls
Drizzle the balsamic reduction and truffle oil over the soup
Scatter the preserved lemon on top",https://veganuary.com/wp-content/uploads/2016/11/ARTICHOKE-SOUP-400x299.jpg,17,426
597,Sweet and Fruity Couscous Recipe,"150 g couscous
125 ml cashew milk
1 tsp cinnamon
8 dates
6 dried figs
6 dried apricots
4 tbsp raisins
3 tbsp coarsely chopped almonds
3 tbsp grated almond
1 pomegranate
A couple of mint leaves
1 tbsp of orange blossom water","Put the couscous in a large bowl and immerse in boiling water.Cover the bowl and let the couscous swell up.If the water is completely absorbed after 3-4 mins, you can mash the couscous with a fork and let it cool.Smother the couscous with the cashew milk and stir in the cinnamon.Cut the dates, figs and apricots in pieces and mix with the raisins, almond, the orange blossom water and add everything to the couscous.Cut the pomegranate in half and submerge it in water.Loosen the seeds with your hands.The seeds will sink to the bottom and the skin will float on the surface.Remove the skin from the water and drain the water.Add the seeds to the couscous.Serve with a couple of leaves of mint.Want to see more recipes like this? Sign up to Veganuary for our celebrity cookbook, meal plans, nutritional advice and more recipes. Plus, it’s 100% free. What’s not to love?
",https://veganuary.com/wp-content/uploads/2016/07/COUSCOUS-LIGHT1-400x267.jpg,6,555
598,Green Power Smoothie,"5 ice cubes
½ cup coconut water
½ cup kale
½ cup chopped cucumber
¼ cup mango juice
1 apple
1 celery stalk
1 banana
2 Tbsp hemp hearts (optional)
Sprig mint leaves
Sprinkle with Chia",Chop and Blend!Best serve chilled.,https://veganuary.com/wp-content/uploads/2016/07/Green-Power-Smoothie-2-400x265.jpg,21,680
599,Winter Vegetable Coulibiac with Porcini Mushroom Sauce,"For the Coulibiac:
400g Brussels sprouts [14 oz]
2 handfuls fresh cranberries
200g vacuum packed chestnuts [7 oz]
75g basmati & wild rice [2.6 oz]
3 large banana (echallion) shallots (finely chopped)
2 large garlic cloves (crushed)
2 Tbsp light brown sugar
2 Tbsp balsamic vinegar
2 large handfuls of chopped parsley leaves
1 vegan puff pastry (I used Jus Rol) + melted dairy free butter to seal
For the Porcini Mushroom Sauce:
50g dried porcini mushrooms [1.75oz]
1 small onion (finely chopped)
1 large garlic clove (crushed)
2 Tbsp fresh rosemary leaves (chopped)
500ml vegetable stock [just under 1/2 pint / US 2 cups]
125ml (vegan) white wine [4 fl oz / US 1 cup]
1 Tbsp dairy free butter
1 Tbsp plain flour
3 Tbsp dairy free cream
Salt & pepper
Olive oil","The only piece of equipment you need for the top is a Lattice Pastry Cutter. If you do not have one just cover the top with a regular sheet of pastry leaving a little hole in the middle so the steam can escape.Put porcini mushrooms in a bowl and cover with boiling water. Set aside.
Cook the rice according to packet instructions. It should still have a bit of a bite. Drain and set aside.
In the meantime, heat some olive oil in a large frying pan. Add banana shallots and 2 crushed garlic cloves. Fry gently until golden and soft.
Clean Brussels sprouts. Cut them in thin slices.
Add Brussels sprouts to frying pan with cranberries, balsamic vinegar and sugar. Mix well and cook together for 10 mins.
Add chopped chestnuts. Cook together for 5-10 mins until sprouts and cranberries are cooked. Season to taste.
Preheat the oven to 200°C/400°F/Gas 6.
Roll out puff pastry to a rectangle of about 33 x 44 cm (13 x 17 inch). Cut pastry to obtain two rectangles of different widths. One should be about 19 x 44 cm (7.5 x 17 inch) and the other 14 x 44 cm (5.5 x 17 inch).
Cover a baking tray with some parchment paper. Please large piece of pastry on top.
Blend vegetables and rice together and pile the mixture on top of pastry leaving a 3 cm (just over 1 inch) edge all around. Brush the edges with some melted dairy free butter.
Run the lattice pastry cutter in the middle of the smaller piece of pastry leaving an edge of around 3 cm (just over 1 inch). Carefully place on top of the vegetable/ rice mixture. The lattice will open as it goes over the filling. Press edges together to seal, folding pastry if necessary.
Brush melted dairy free butter on the lattice and place in the oven for around 20 mins until golden.
In the meantime make the porcini mushroom sauce. Heat some olive oil in a saucepan. Fry onion, garlic and rosemary until soft.
Add porcini mushrooms with their liquid, vegetable stock and wine. Boil together until liquid has reduced by half.
Put flour in a bowl and dilute with some of the liquid from the mushroom sauce, making sure there are no lumps.
Add butter and diluted flour to the mushroom sauce. Whisk regularly and cook under high heat until it has thickened. Blend cream in just before serving. Season to taste.
Serve coulibiac with porcini mushroom sauce on the side.",https://veganuary.com/wp-content/uploads/2016/07/WInter-Vegetables-Coulibiac-v800v2-400x267.jpg,4,359
600,Granola,"3 cups rolled oats
½ cup mixed nuts
½ cup mixed seeds
½ cup flaked almonds
½ cup desiccated coconut
1 tsp cinnamon
1 cup unsweetened apple juice
½ cup rice syrup
½ cup maple syrup
1 cup dried raisins or other fruit of your choice","Place the oats, nuts, seeds, flaked almonds and coconut in a large bowl and mix together. In a small bowl, whisk the apple juice, rice syrup and maple syrup and pour over the dry mixture stirring thoroughly.
Heat the oven to 180C/350F. Add the mixture to a baking sheet and bake for around 25 to 35 minutes until golden brown and crisp. Every 5 minutes, stir the mixture and turn it over to allow even browning of the oats.
Remove from the oven and allow to cool. Stir in the dried fruit. Store in a sealed container.
Serve with rice milk or almond milk and some fresh berries when in season.",https://veganuary.com/wp-content/uploads/2016/07/Breakfast-Granola-400x434.jpg,16,286
601,Nutty Slices with Strawberry Chia Jam,"Strawberry Chia Jam:
2 cups of diced strawberries
1/4 cup maple syrup
3 -4 tbsp of chia seeds
Slice and Crumble:
2 and 1/2 cups of gluten free oats
1 cup peanut butter
1/4 cup maple syrup
1 small apple blended to apple sauce
1 tsp cinnamon
1 flax seed or chia egg ( ¼ cup of water mixed with ¼ cup of flax seeds, or chia seeds)
1/2 – 3/4 cup of sliced almonds","Preheat oven to 160 degrees.Simmer the Strawberry Chia Jam ingredients on low heat until it thickens. Set aside to cool down
Then make the slices:
Combine oats, apple sauce, cinnamon and ‘egg’.
Mix maple syrupand peanut butter together and put in a microwave for 20 seconds.
Pour into the oats mixture and combine thoroughly, so all the oats are fully coated.
Now set 1/2 cup of the oats mixture aside and put the remaining mixture into a square glass dish. Press down firmly and spread the strawberry chia jam on the top.
Crumble the reserved 1/2 cup of oat mixture and sliced almonds over and press the topping down making sure it sticks well.
Bake for 25-30 minutes.Love this recipe? Sign up to Veganuary (for free!) and get our celebrity cookbook and more sent straight to you.
",https://veganuary.com/wp-content/uploads/2016/07/slices-4-400x400.jpg,16,469
602,Five Ingredient Chocolate Chip Pecan Cookies,"Makes 12 cookies:
170g/ 1 heaped and packed cup of flour (whole wheat, spelt, white, gluten free)
60g/ 1/2 cup toasted pecans
85g/ 1/2 cup dried apricots
6 tbsp almond milk (or other non dairy milk)
60g/ heaped 1/4 cup dark vegan chocolate chips
Pinch of sea salt (optional)
Sweetener of choice such as 1-2 tbsp maple or agave syrup, 1 tsp Nunaturals simple syrup, 24 drops of plain or vanilla stevia liquid (optional)","Makes 12 cookiesPreheat the oven to 180c/350f and line a baking sheet.
Process the flour, pecans, apricots and salt if using in a food processor until crumbly. Gradually add the milk and sweetener if using until a moist but not sticky ball of dough is formed.
Transfer to a bowl and work in the chocolate chips by hand.
Divide the dough into 12 and roll each onto a ball and place spaced apart on the baking sheet. Flatten the cookies with your palm, they won’t spread much while baking.
Bake for 10-12 minutes until golden and firm to touch. Cool on a wire rack.",https://veganuary.com/wp-content/uploads/2016/07/Five-Ingredient-Chocolate-Chip-Pecan-Cookies-400x316.jpg,1,830
603,Hijiki Quinoa Salad with Orange Ume Plum Dressing,"1 cup quick cook rice & quinoa 
3 cups filtered water or organic vegetable stock
½ cup hijiki (rinsed and soaked for 10 minutes)
½ yellow pepper very thinly sliced
1 bunch fresh watercress
1 small bunch of red radishes, very thinly sliced
Fresh sprouts, mung beans or alfalfa
3 Tbsp roasted seeds with goji berries (purchase as a mix or make your own)
* Juice of half a lemon
* Juice of 1 orange
* 2 tsps umeboshi puree/paste
* 2 Tbsp omega flaxseed oil 
* 2 tsps finely chopped chives","Prepare the quick cook rice and quinoa as per pack instructions.
Remove to a large bowl and leave to cool then fluff up with a fork.
Cook the soaked hijiki in a small saucepan with enough water to cover, simmering for 10 minutes.
Remove from the heat, drain any excess water and allow to cool.
Add the hijiki to the rice along with the watercress, yellow pepper, radishes and sprouts and mix gently.
Pour over the orange ume plum dressing and top with the roasted seeds/goji berries.Orange Ume PlumDressingis adelicious dressing that works well withthishijiki salad, or you can simply serve it over fresh greens or noodle salads in the summer. Store in a glass jar in the refrigerator for up to 5 days.Combine the ingredients marked with a (*) to make the dressing.",https://veganuary.com/wp-content/uploads/2016/07/Hijiki-Quinoa-Salad-No-Product-400x225.jpg,13,562
